1335,vascular smooth muscle cells,3.170165974,5.611466099,4.639621131,6.130696412,4.746698723
1564,host strain,3.016696302,5.571894391,5.578385438,6.828902332,3.503698371
1692,cardiac differentiation,3.555045388,4.583693205,5.980469851,3.555039322,6.723551493
2292,CpG-oligodeoxynucleotides,2.932328831,5.0569823,4.823704624,5.65547327,5.357939786
