1335,vascular smooth muscle cells,2.2859926,4.410973,1.5234182,11.641176,4.1321425
1564,host strain,2.2685704,3.3185906,2.5614848,9.110296,4.8059297
1692,cardiac differentiation,3.5092866,4.254882,4.6071486,5.1446195,3.6362123
2292,CpG-oligodeoxynucleotides,1.5937263,3.3349931,5.9061074,2.8719242,7.938081
